text_id,project,match_text,numeric_value,context
P313655,saao_saa05,third,,"d, wrote [me, when] I c[ame fr]om the review, my [..., my] 'third [man' and the chariot d]river (Rest too broken for translat"
P313695,saao_saa05,"2,000",2000,"(Beginning destroyed) 2,000 [door-beams ......] 500 roof-b[eams ......] former [......]"
P313695,saao_saa05,500,500,"(Beginning destroyed) 2,000 [door-beams ......] 500 roof-b[eams ......] former [......] bri[ng ......] as soon"
P313698,saao_saa05,fifty,,nd do] whatever [...] said to you; [... y]our commanders-of-fifty [......] (Rest too broken for translation) (SPACER)
P313739,saao_saa05,"7,000",7000,"e barley of [... wh]ich is at [your] disposal!"" — there are 7,000 (homers) of ba[rley, (measured) by a s]eah of 6 litres, at"
P313739,saao_saa05,6,6,"ere are 7,000 (homers) of ba[rley, (measured) by a s]eah of 6 litres, at [my disposal]. [Man]nu-ki-Arbail, the [...] offi"
P313758,saao_saa05,200,200,beams which to [......] poplar tree [......] I have fetched 200 beams [......] (Break) (SPACER) from their midst [......] l
P313803,saao_saa05,20,20,"eir fields [......] their threshing floors [...]; moreover, 20 homers of se[ed] corn [... of] the fort in the tow[er] [..."
P313812,saao_saa05,"3,350",3350,"(Beginning destroyed) We have selected 3,350 p[eople] from Til-da[...] as far as Sazan[â]. Bel-[...], [N"
P313812,saao_saa05,9,9,"Musan[i], the legate of [...] sleeps in his house. I [...] 9 seahs 7 [litres ...] (Rest destroyed)"
P313812,saao_saa05,7,7,"], the legate of [...] sleeps in his house. I [...] 9 seahs 7 [litres ...] (Rest destroyed)"
P313817,saao_saa05,one,,"(Break) (SPACER) [...] the royal bodyguard who [...] [...] one [...] of the palace [...] [... have co]me, saying: ""We have"
P313822,saao_saa05,one,,".] Hubuš[kia ...] [...] on [...] (Break) (SPACER) ""There is one [...]; ""he is Bel-qatua [...]. Now, muc[h ...] opposite the"
P313827,saao_saa05,12,12,e e[unuch ...] came across (the mountain) to Hiptuna on the 12th bringing 2 horses and [x] oxen with them. Their [gu]ides
P313827,saao_saa05,2,2,"came across (the mountain) to Hiptuna on the 12th bringing 2 horses and [x] oxen with them. Their [gu]ides [......], but"
P313828,saao_saa05,ten,,"eginning destroyed) (SPACER) ""The (ruler) of [...] has writ[ten to me]: 'The Hu[buškian] has arr[ived] in [...].'"" On the 1"
P313828,saao_saa05,14,14,"n to me]: 'The Hu[buškian] has arr[ived] in [...].'"" On the 14th day, [I] se[nt Šulmu-beli], (my) deputy, t[o ...]. (Rest"
P313858,saao_saa05,50,50,"ginning destroyed) Later he went and [assembled] the m[en]; 50 of them we[re] killed. [He proclaimed]: ""Y[ou] are subjects"
P313858,saao_saa05,"2,000",2000,"hey submitted [......] [...] stro[ng ......] [......] [...] 2,000 [......] (Rest destroyed)"
P313883,saao_saa05,two,,"r good relations [and peace] to Bit-A[bdadani], [we stayed] two days in [... but no]body [...ed] with [us] (Rest destroyed)"
P313891,saao_saa05,90,90,"the pa[ss of ...r]uni, [mo]unting [...] on mu[les]. I made 90 soldiers enter Eziat — there is a tower there — and brought"
P313891,saao_saa05,30,30,soldiers enter Eziat — there is a tower there — and brought 30 soldiers out of it. The vanguard [who] made the soldiers en
P313893,saao_saa05,100,100,"..]. They had no seed corn [whatever] there, (so) they took 100 (homers) of barley [from ...] instead of [their] seed corn."
P313930,saao_saa05,100,100,nning destroyed) [The gov]ern[or of ...] has as[ked me] for 100 oxen; the governor of Si['immê] has asked me for 200 oxen a
P313930,saao_saa05,200,200,"e] for 100 oxen; the governor of Si['immê] has asked me for 200 oxen and 2,000 sheep. Now, i[f] the king, [my] lo[rd] ord[e"
P313930,saao_saa05,"2,000",2000,"en; the governor of Si['immê] has asked me for 200 oxen and 2,000 sheep. Now, i[f] the king, [my] lo[rd] ord[ers, ......] (Re"
P313995,saao_saa05,one,,"ns, a]ll [his governors and his troops] were kil[led; n]ot [one] has returned [from there]. (Rest destroyed) (SPACER)"
P314029,saao_saa05,11,11,"r] servant [NN]. Good health t[o the king, my lord]! On the 11th of [...] the whole [w]ork o[n ...] [... un]til the 20[th"
P314029,saao_saa05,20,20,the 11th of [...] the whole [w]ork o[n ...] [... un]til the 20[th ...] (Break) (SPACER) [......] they s[aw ...]. [Let them
P314037,saao_saa05,5,5,"th of ...]; They left on the f[irst], saying: ""[......] for 5 days in the city [...] before us."" [I said]: ""Find out [wha"
P314106,saao_saa05,20,20,"(Beginning destroyed) It star[ted to rain] on the 20th day, and it rai[ned heavily] for two days. The water [tro"
P314106,saao_saa05,two,,"r[ted to rain] on the 20th day, and it rai[ned heavily] for two days. The water [trough raised x homers of water]. (Rest de"
P314108,saao_saa05,10,10,s here. He is [...]; the gra[pes] [...] the men [...] where 10 [...] (Rest destroyed) (SPACER)
P314207,saao_saa05,106,106,"e king, my lord], gave [me orders], I have revie[wed them]: 106 [cavalry]men seen, 9[4 missing], under the command of the p"
P314207,saao_saa05,9,9,"[me orders], I have revie[wed them]: 106 [cavalry]men seen, 9[4 missing], under the command of the prefect [NN]. The ki[n"
P314207,saao_saa05,[4,4,"me orders], I have revie[wed them]: 106 [cavalry]men seen, 9[4 missing], under the command of the prefect [NN]. The ki[ng]"
P314207,saao_saa05,10,10,"ers, but I have reviewed them too along with the ca[valry]: 10 chariot owners, 21 of their king's men, in all 31 chariot o"
P314207,saao_saa05,21,21,"iewed them too along with the ca[valry]: 10 chariot owners, 21 of their king's men, in all 31 chariot owners seen, 69 [mis"
P314207,saao_saa05,31,31,"a[valry]: 10 chariot owners, 21 of their king's men, in all 31 chariot owners seen, 69 [miss]ing, under the command of the"
P314207,saao_saa05,69,69,"ers, 21 of their king's men, in all 31 chariot owners seen, 69 [miss]ing, under the command of the [recru]itment officer T"
P314207,saao_saa05,150,150,ommand of the [recru]itment officer Tut[î]. I have assigned 150 hor[ses ...]; now [...]. (SPACER)
P314256,saao_saa05,two,,"(Beginning destroyed) (SPACER) ""I have giv[en] two pots and three [...s] to the Šubr[ian]."" ruling (SPACER)"
P314256,saao_saa05,three,,"(Beginning destroyed) (SPACER) ""I have giv[en] two pots and three [...s] to the Šubr[ian]."" ruling (SPACER)"
P314268,saao_saa05,1,1,"(Beginning destroyed) ""If the 1st day [is ...], we shall get there and fetch it together."""
P314281,saao_saa05,120,120,"(Beginning destroyed) I (wrote him): ""Where are the king's 120 logs?"" He returned and told me: ""I have brought in the thir"
P314281,saao_saa05,third,,"120 logs?"" He returned and told me: ""I have brought in the third (installment of) logs, and l[ef]t it on the border of Qurub"
P314283,saao_saa05,2,2,"erchants ... about wh]om the king, my lord, w[rote me, ...] 2 merchants [......] who were killed, when [......], a [... o"
P314294,saao_saa05,7,7,"ld [......] ""The Urarṭian [......] from/with [......] [...] 7 [...] the rest [......] ""Of [......] [......] the sartinnu;"
P314327,saao_saa05,200,200,"f the k[ing of ...]; otherwise, [we should ...] t[o ......] 200 soldiers."" [He has ...] to the king, [my] lord, [...]: ""You"
P314327,saao_saa05,2,2,"[...]: ""You [......]."" What(ever) he tells us [...]. On the 2nd day [... fr]om m[y] presence [......] (Break) (SPACER) [t"
P334071,saao_saa05,16,16,"orders — we are not negligent. I arrived in Kurbail on the 16th day of Tammuz (IV), and am sending (this) letter to the k"
P334071,saao_saa05,20,20,", and am sending (this) letter to the king, my lord, on the 20th of Ab (V)."
P334073,saao_saa05,ten,,"to my wor[k], saying: ""Are we [your] men?"" They do not lis[ten to me] — am I [...]? These (people) unanimously and categor"
P334084,saao_saa05,two,,"e forts and the land of the king, my lord, are well. I sent two eunuchs of mine with six soldiers and a seal(ed order) for"
P334084,saao_saa05,six,,"he king, my lord, are well. I sent two eunuchs of mine with six soldiers and a seal(ed order) for the deserters in Penzâ; t"
P334084,saao_saa05,two,,al(ed order) for the deserters in Penzâ; they went off with two cohort commanders and had the men brought down. They had di
P334084,saao_saa05,two,,n the Šubrians attacked them from an ambush and captured my two eunuchs and the six soldiers. Both of my cohort commanders
P334084,saao_saa05,six,,ked them from an ambush and captured my two eunuchs and the six soldiers. Both of my cohort commanders escaped. I wrote him
P334090,saao_saa05,20,20,"ief tailor about whom I wrote to the king, my lord: ""He and 20 of his fellow eunuchs who conspired against the king have b"
P334090,saao_saa05,100,100,"th and killed the rest of the people involved in the plot — 100 men, including the eunuchs and the bearded courtiers. Urṣen"
P334092,saao_saa05,"8,000",8000,"y, before his trip [......] these [......] (Break) (SPACER) 8,000 s[oldiers ...] snow ... [......]. The Urarṭian [governors]"
P334093,saao_saa05,50,50,"relieve the[se] troops. As to what [my lord] wrote me: ""Let 50 It[u'eans ...] to Sarduriani [...] (Break) My lord should ["
P334137,saao_saa05,120,120,"vant Na'di-ilu. Good health to the king, my lord! The first 120 horses of Nabû-remanni arrived in Arzuhina on the 27th. The"
P334137,saao_saa05,27,27,first 120 horses of Nabû-remanni arrived in Arzuhina on the 27th. They will be there for the 28th and set out (again) on t
P334137,saao_saa05,28,28,arrived in Arzuhina on the 27th. They will be there for the 28th and set out (again) on the 29th. I shall go and bring the
P334137,saao_saa05,29,29,They will be there for the 28th and set out (again) on the 29th. I shall go and bring them across (the river) to Sarê and
P334137,saao_saa05,30,30,"em across (the river) to Sarê and keep them in Sarê for the 30th, until the later (horses) reach me. All the same, the hor"
P334150,saao_saa05,Three,,"ur servant Nabû-uṣall[a]. Good health to the king, my lord! Three powerful men of the Kummeans have come and had an audience"
P334151,saao_saa05,8,8,"given out [provisions] for a whole month, [by the sea]h of 8 litres, and half a cup of salt and cress. Everything is fin"
P334151,saao_saa05,half,,"ovisions] for a whole month, [by the sea]h of 8 litres, and half a cup of salt and cress. Everything is fine. (SPACER)"
P334152,saao_saa05,six,,"re peaceful and do their work. I have brought them out from six forts, saying: ""Go! Each one of you should build (a house)"
P334152,saao_saa05,one,,". I have brought them out from six forts, saying: ""Go! Each one of you should build (a house) in the field and stay there!"""
P334179,saao_saa05,22,22,"y lord! May Nabû and Marduk bless the king, my lord! On the 22nd day, I said: ""I'll go and see the eyes of the king, my lo"
P334179,saao_saa05,5,5,"not go, [the] men will die of hunger!"" [...], I g[ave them] 5 months worth of stored grain; I also gave them 1 litre of o"
P334179,saao_saa05,1,1,"[ave them] 5 months worth of stored grain; I also gave them 1 litre of oil, 1 litre of [bread, and 1 li]tre of cress [..."
P334179,saao_saa05,1,1,"ths worth of stored grain; I also gave them 1 litre of oil, 1 litre of [bread, and 1 li]tre of cress [...]. [La]ter on, I"
P334179,saao_saa05,1,1,"in; I also gave them 1 litre of oil, 1 litre of [bread, and 1 li]tre of cress [...]. [La]ter on, I de[parted ...... t]o t"
P334179,saao_saa05,ten,,"lord, wrote me: ""Why is yo[ur] major-domo not there?"" — the ten [city] lords about whom I spoke with the king, my lord, are"
P334180,saao_saa05,380,380,"ho was appointed in charge of the Chaldeans, has brought me 380 persons; a number of them remain in Yasumu and in Bit-Zaman"
P334182,saao_saa05,Two,,ll. The work on the fort [i]n the centre of the town [...]. Two men [......] (Break) (SPACER) [...... the ... of] the king
P334182,saao_saa05,20,20,the watch]. The Chaldeans are building their houses. On the 20th of Elul (VI) I started working on the bricks.
P334186,saao_saa05,fifty,,"ur-paniya. Good health to the king, my lord! A commander-of-fifty of mine, of the Gurrean (troops) from Meturna, killed the m"
P334186,saao_saa05,15,15,"ork with his fellows but, afraid of his deed, took with him 15 Gurreans and went away to Urarṭu. (When) they came and repo"
P334186,saao_saa05,fifty,,"messenger back to Il-dalâ, telling him: ""This commander-of-fifty and his men! I have hurt the whole mountain (area) and all"
P334186,saao_saa05,fifty,,"ter him!"" Pursuing him, he went to Šubria. The commander-of-fifty and his soldiers ente[r]ed Marhuha, a [fo]rt of the Šubrian"
P334186,saao_saa05,fifty,,"the go[vernor] and [you] shall be fr[ee]."" My commander-of-fifty and 100 Marhuhaean [ho]plites went after Il-dalâ and attack"
P334186,saao_saa05,100,100,"rnor] and [you] shall be fr[ee]."" My commander-of-fifty and 100 Marhuhaean [ho]plites went after Il-dalâ and attacked him o"
P334186,saao_saa05,fifty,,"none of them got killed, and they wounded the commander-of-fifty. They turned back and entered Marhuha. We, who organized th"
P334186,saao_saa05,fifty,,". We, who organized the present pursuit of the commander-of-fifty — they did not arrest him and hand him over but took the ma"
P334187,saao_saa05,23,23,"ng, my lord! The Šubrian emissaries came to Šabirešu on the 23rd of Adar (XII). Perhaps the king, my lord, will say: ""Who"
P334187,saao_saa05,three,,"he people of the country who last year, the year before and three years ago ran away from labour duty and military service, e"
P334187,saao_saa05,Eight,,"aid tablet to the king, my lord, it is not the whole truth. Eight men, one mule and three donkeys have come with the emissari"
P334187,saao_saa05,one,,"to the king, my lord, it is not the whole truth. Eight men, one mule and three donkeys have come with the emissaries. The k"
P334187,saao_saa05,three,,"my lord, it is not the whole truth. Eight men, one mule and three donkeys have come with the emissaries. The king, my lord, t"
P334199,saao_saa05,three,,"tion is very slow. He sets out from Zaban, and it takes him three days to get there, while I can make a round-trip to Parsua"
P334222,saao_saa05,two,,"ant Adad-issiya. Good health to the king, my lord! I se[n]t two cavalry cohort commanders to Sanha and Ulušia to the king's"
P334222,saao_saa05,third,,"e to depart and I entered the Mannean territory, I sent my 'third man' to him, saying: ""Set out!"" He said he was sick. I said"
P334222,saao_saa05,third,,"k too; I shall send my brother with my troops."" I sent the 'third man,' but he (i.e., this brother) has not yet showed up. Th"
P334223,saao_saa05,1],1,......] (Break) (SPACER) I sent [... to the Pala]ce [on the 1]st of Marchesvan (VIII); a deserter is (coming) with him. Th
P334256,saao_saa05,"3,000",3000,"our servant Aššur-reṣuwa. Good health to the king, my lord! 3,000 foot soldiers, their prefects, and the commanders of the ka"
P334263,saao_saa05,200,200,"he wine about which the king, my lord, wrote me: ""Set aside 200 homers for the garrison!"" — I have set aside as much of it"
P334279,saao_saa05,two,,"oyal bodyguard Ubru-Harran, I harnessed before their coming two mules in Arzuhina for the use of Ubru-Harran. He took them"
P334279,saao_saa05,two,,"the use of Ubru-Harran. He took them to Arrapha, harnessed two mules for the use of Arbailayu, and went on to Mazamua. Let"
P334279,saao_saa05,one,,"did not station a team of [mules] in Dur-Taliti and another one in Tagalagi! When he departed from Arzuhina, there were two"
P334279,saao_saa05,two,,"one in Tagalagi! When he departed from Arzuhina, there were two mules for his use from one express-station to another, as f"
P334279,saao_saa05,one,,"parted from Arzuhina, there were two mules for his use from one express-station to another, as far as Arrakdi. As he now ca"
P334279,saao_saa05,two,,"oing) to where the king, my lord, had sent him, I harnessed two mules in Arzuhina for [his] use as far as Dur-Taliti (...)."
P334280,saao_saa05,one,,him back? He did what he did. So how could I hold back this one!
P334281,saao_saa05,one,,"n their service, as the king, my lord, commanded; the other one has gone back to his garrison."
P334291,saao_saa05,nine,,ough by fighting. The deputy of their village inspector and nine of his soldiers were struck down by a bow; two of them died
P334291,saao_saa05,two,,spector and nine of his soldiers were struck down by a bow; two of them died. They wounded three of their soldiers. This wa
P334291,saao_saa05,three,,s were struck down by a bow; two of them died. They wounded three of their soldiers. This was their report. The Itu'eans of t
P334291,saao_saa05,one,,"not go with the Vizier. I have sent for them, but (men) of one or two houses only have come out of the town. Let the king,"
P334291,saao_saa05,two,,"with the Vizier. I have sent for them, but (men) of one or two houses only have come out of the town. Let the king, my lor"
P334305,saao_saa05,20,20,"the ki[ng, my lord]! The magnates departed from Yeri on the 20th of [Tam]muz (IV) and went to Fort Adad-remanni; Ea-Šarru-"
P334308,saao_saa05,Five,,"rvant Aššur-reṣuwa. Good] health to the king, [my] lo[rd]! [Five] governors of the Urarṭ[ian] have ent[ered] Waisi: Setinu,"
P334308,saao_saa05,one,,"] Waisi: Setinu, the governor o[ppo]site us; Kaqqadanu, the one opposite the Ukkeans; Sakuatâ of Qaniun; Siplia of Alzi; Ṭu"
P334308,saao_saa05,three,,"iraliu: these are their names. They have entered Waisi with three unit commanders. Now, after their (arrival), they have rais"
P334321,saao_saa05,16,16,"..], accompanied by the em[issary] Nergal-belu-uṣur. ruling 16 red horses; 13 irginu horses; 14 black horses; 1 Haršean ho"
P334321,saao_saa05,13,13,d by the em[issary] Nergal-belu-uṣur. ruling 16 red horses; 13 irginu horses; 14 black horses; 1 Haršean horse; 1 tuanu ho
P334321,saao_saa05,14,14,] Nergal-belu-uṣur. ruling 16 red horses; 13 irginu horses; 14 black horses; 1 Haršean horse; 1 tuanu horse; 6 mares; 5 mu
P334321,saao_saa05,1,1,r. ruling 16 red horses; 13 irginu horses; 14 black horses; 1 Haršean horse; 1 tuanu horse; 6 mares; 5 mules; in all 51 h
P334321,saao_saa05,1,1,horses; 13 irginu horses; 14 black horses; 1 Haršean horse; 1 tuanu horse; 6 mares; 5 mules; in all 51 horses from the cr
P334321,saao_saa05,6,6,nu horses; 14 black horses; 1 Haršean horse; 1 tuanu horse; 6 mares; 5 mules; in all 51 horses from the crown prince of A
P334321,saao_saa05,5,5,; 14 black horses; 1 Haršean horse; 1 tuanu horse; 6 mares; 5 mules; in all 51 horses from the crown prince of Andia. rul
P334321,saao_saa05,51,51,s; 1 Haršean horse; 1 tuanu horse; 6 mares; 5 mules; in all 51 horses from the crown prince of Andia. ruling Abat-šarri-uṣ
P334322,saao_saa05,1,1,"of them will do for the job. There are [x] door-beams, each 1[2 cubits (6 m) long], a 'bone' (c. 32 cm) wide and a 'palm'"
P334322,saao_saa05,[2,2,"f them will do for the job. There are [x] door-beams, each 1[2 cubits (6 m) long], a 'bone' (c. 32 cm) wide and a 'palm' ("
P334322,saao_saa05,6,6,"do for the job. There are [x] door-beams, each 1[2 cubits (6 m) long], a 'bone' (c. 32 cm) wide and a 'palm' (c. 8 cm) t"
P334322,saao_saa05,32,32,"e [x] door-beams, each 1[2 cubits (6 m) long], a 'bone' (c. 32 cm) wide and a 'palm' (c. 8 cm) thick; they are of fir tree"
P334322,saao_saa05,8,8,"bits (6 m) long], a 'bone' (c. 32 cm) wide and a 'palm' (c. 8 cm) thick; they are of fir tree and much too thin. I have t"
P334322,saao_saa05,two,,"r we should use them whole or whether we should cut them in two, and I will duly comply and give them over to the accountin"
P334322,saao_saa05,10,10,", they said as follows: ""There is no way we can come on the 10th of Ab (V). We shall go and get 30 wagons, and until the s"
P334322,saao_saa05,30,30,"way we can come on the 10th of Ab (V). We shall go and get 30 wagons, and until the sickle [...] in its ..., either on th"
P334322,saao_saa05,20,20,"agons, and until the sickle [...] in its ..., either on the 20th [or the ...]th of Elul (VI) [......] (Rest destroyed)"
P334337,saao_saa05,third,,"On the third day, 470 beams were available on the river bank. 100 men of"
P334337,saao_saa05,470,470,"On the third day, 470 beams were available on the river bank. 100 men of the Ukke"
P334337,saao_saa05,100,100,"the third day, 470 beams were available on the river bank. 100 men of the Ukkeans, 30 men of Ariye, 30 men of Arizâ, in al"
P334337,saao_saa05,30,30,"s were available on the river bank. 100 men of the Ukkeans, 30 men of Ariye, 30 men of Arizâ, in all 60 men of the Kummean"
P334337,saao_saa05,30,30,"on the river bank. 100 men of the Ukkeans, 30 men of Ariye, 30 men of Arizâ, in all 60 men of the Kummeans, all together 1"
P334337,saao_saa05,60,60,"en of the Ukkeans, 30 men of Ariye, 30 men of Arizâ, in all 60 men of the Kummeans, all together 160 men are transporting"
P334337,saao_saa05,160,160,"0 men of Arizâ, in all 60 men of the Kummeans, all together 160 men are transporting the beam[s] to Ura with Aššur-reṣuwa."
P334347,saao_saa05,third,,"The forts and the land of the king, my lord, are well. The 'third man' of the king, my lord, who came, told me: ""Your guard s"
P334347,saao_saa05,Three,,"e: ""Your guard should be strong!"" The guard is very strong. Three governors in Pulua and another three in Danibani are gather"
P334347,saao_saa05,three,,guard is very strong. Three governors in Pulua and another three in Danibani are gathered with pack animals opposite us. We
P334347,saao_saa05,500,500,"lows: ""Of the Itu'eans in my country, there is a surplus of 500 men who should have kept watch with me. Why [did they g]o ["
P334355,saao_saa05,five,,"h his troops. (SPACER) The Hubuškian too went with him, for five stages. (Then) he turned back and ordered his magnates: ""Or"
P334357,saao_saa05,28,28,"what he has to say. I sent him to the king, my lord, on the 28th from Zaddi."
P334361,saao_saa05,70,70,"rd gave me orders, I met Šarî of Kannu' in Arzuhina. He had 70 horses. I asked him where the rest of his horses were, and"
P334361,saao_saa05,200,200,"the rest of his horses were, and he said: ""[I have bou]ght 200 horses over there and will b[ring them] (later)."" [I also m"
P334361,saao_saa05,21,21,"m]; they are on their way towards yo[u ...]."" I encountered 21 horses and 2 mules of Nabû-eriba of Calah, a subordinate of"
P334361,saao_saa05,2,2,"n their way towards yo[u ...]."" I encountered 21 horses and 2 mules of Nabû-eriba of Calah, a subordinate of Sanî, in Arz"
P334388,saao_saa05,six,,"""What is it? Tell me!"" but they wouldn't tell me. (I need) six musukkannu trees, each six cubits (3 m) long and one cubit"
P334388,saao_saa05,six,,"they wouldn't tell me. (I need) six musukkannu trees, each six cubits (3 m) long and one cubit (50 cm) in circumference; o"
P334388,saao_saa05,3,3,"'t tell me. (I need) six musukkannu trees, each six cubits (3 m) long and one cubit (50 cm) in circumference; one haluppu"
P334388,saao_saa05,one,,"need) six musukkannu trees, each six cubits (3 m) long and one cubit (50 cm) in circumference; one haluppu fir tree, five"
P334388,saao_saa05,50,50,"musukkannu trees, each six cubits (3 m) long and one cubit (50 cm) in circumference; one haluppu fir tree, five cubits lon"
P334388,saao_saa05,one,,"x cubits (3 m) long and one cubit (50 cm) in circumference; one haluppu fir tree, five cubits long, one cubit in circumfere"
P334388,saao_saa05,five,,"d one cubit (50 cm) in circumference; one haluppu fir tree, five cubits long, one cubit in circumference; ten musukkannu tre"
P334388,saao_saa05,one,,") in circumference; one haluppu fir tree, five cubits long, one cubit in circumference; ten musukkannu trees, each of which"
P334388,saao_saa05,ten,,"ppu fir tree, five cubits long, one cubit in circumference; ten musukkannu trees, each of which are two qû measures thick;"
P334388,saao_saa05,two,,"t in circumference; ten musukkannu trees, each of which are two qû measures thick; they may be either five or six cubits lo"
P334388,saao_saa05,five,,each of which are two qû measures thick; they may be either five or six cubits long; one good box tree; it should be two qû
P334388,saao_saa05,six,,which are two qû measures thick; they may be either five or six cubits long; one good box tree; it should be two qû measure
P334388,saao_saa05,one,,measures thick; they may be either five or six cubits long; one good box tree; it should be two qû measures thick and six c
P334388,saao_saa05,two,,er five or six cubits long; one good box tree; it should be two qû measures thick and six cubits long; 20 šaššūgu trees for
P334388,saao_saa05,six,,; one good box tree; it should be two qû measures thick and six cubits long; 20 šaššūgu trees for the shafts; they should e
P334388,saao_saa05,20,20,ee; it should be two qû measures thick and six cubits long; 20 šaššūgu trees for the shafts; they should each be ten cubit
P334388,saao_saa05,ten,,long; 20 šaššūgu trees for the shafts; they should each be ten cubits (5 m) long. The goldsmiths say they need more gold.
P334388,saao_saa05,5,5,"ššūgu trees for the shafts; they should each be ten cubits (5 m) long. The goldsmiths say they need more gold. The king,"
P334388,saao_saa05,three,,"need more gold. The king, my lord, should quickly send the three talents of steel about which I wrote to the king, my lord."
P334398,saao_saa05,six,,"] is the news of them?"" They were reported to have captured six [of our] soldier[s] who were moving provisions up to the fo"
P334398,saao_saa05,17,17,"eplies."" I moved the bull colossus to the river bank on the 17th. (SPACER)"
P334412,saao_saa05,two,,"ized and brought to the Palace: Abi-ram and Dala-Il, in all two Arzuhinaeans, and with them two Arraphaeans; they have ques"
P334412,saao_saa05,two,,"Abi-ram and Dala-Il, in all two Arzuhinaeans, and with them two Arraphaeans; they have questioned them in the Palace. I am"
P334447,saao_saa05,Nine,,an(s) [...] [...... who] got afr[aid] [...] secre[tly ...] [Nine] of his [gov]ernors were kil[led: the gover]nor opposite th
P334447,saao_saa05,two,,"Muṣaṣir, the governor of Wazae, the governor of Šibṭu[r]u, two governors opposite Kar-siparri, the governor of Šattera — i"
P334447,saao_saa05,nine,,"nors opposite Kar-siparri, the governor of Šattera — in all nine governors of his were killed. Their king, however, escaped"
P334498,saao_saa05,500,500,"what [I wrote] to the king, my lord: ""They have se[lected] 500 roof-beams [in the territory] of the Urarṭian "" — [now] my"
P334498,saao_saa05,third,,"roof-beams [in the territory] of the Urarṭian "" — [now] my 'third man' who did the s[election] has felled them and piled them"
P334498,saao_saa05,100,100,will set [out] and assemble the troops. I can free up [to] 100 men to en[ter] (the Urarṭian territory) and thro[w] the bea
P334498,saao_saa05,three,,"other [not com]e? Is a god visiting him?"" [......] has come three times [......] together [...... has not] heard."
P334521,saao_saa05,"1],200",1200,"re well]. The king, my lord, can [be glad]. I have b[rought 1],200 [door-beams] and [1],200 roof-b[eams] to the river. [...] t"
P334521,saao_saa05,"[1],200",1200,"ord, can [be glad]. I have b[rought 1],200 [door-beams] and [1],200 roof-b[eams] to the river. [...] the king [...] (Break) (SP"
P334534,saao_saa05,15,15,"urging of the herds to the mares, I am cutting hay. On the 15th of Tammuz I would like to come and see the face of the ki"
P334543,saao_saa05,2,2,"eaching [...]. As to what the king, [my] lord, [wrote me]: ""2[......] 400 [......] [......] t[o ......] the king [......]"
P334543,saao_saa05,400,400,"..]. As to what the king, [my] lord, [wrote me]: ""2[......] 400 [......] [......] t[o ......] the king [......] [......] wh"
P334559,saao_saa05,5,5,"šur-alik-pan[i]. Good health to the king, [my] lord! On the 5th day Aššur-bel-[...] came [to my presence] and communicate"
P334595,saao_saa05,ten,,"om Dur-Yakin; they have entrusted them to the commanders-of-ten to whom the Dur-Yakinites are entering, saying: ""Appoint tw"
P334595,saao_saa05,two,,"en to whom the Dur-Yakinites are entering, saying: ""Appoint two men each from among them to graze them, until your brothers"
P334607,saao_saa05,one,,"the king, [my] lo[rd], gave me [or]ders, (I told him): ""Not one of your horses and men may be missing if they are to pass b"
P334607,saao_saa05,50,50,"about whom the king, my lord, told me: ""They may each keep 50 riding horses at their disposal, the rest of their horses s"
P334612,saao_saa05,24,24,"aid: ""Ianzû, (king) of Hubuškia, has entered Wa[isi] on the 24th, and is going to Harra[nia]. If he does not go up to Harr"
P334612,saao_saa05,26,26,"f he does not go up to Harrania, he will be in Burte on the 26th; else if he does go up to Harrania, he will be in Burte o"
P334612,saao_saa05,27,27,"se if he does go up to Harrania, he will be in Burte on the 27th. ""The horses and his oxen and sheep came in one day ahead"
P334612,saao_saa05,one,,"rte on the 27th. ""The horses and his oxen and sheep came in one day ahead of him opposite Anisu. [He has wi]th him [x] hors"
P334613,saao_saa05,10,10,"h to the king, [my] lord! Urzana is staying in Alamu on the 10th ; on the [11th] he will be in Hiptuna, [on the 12th] in M"
P334613,saao_saa05,[11,11,"[my] lord! Urzana is staying in Alamu on the 10th ; on the [11th] he will be in Hiptuna, [on the 12th] in Muši, [on the 13"
P334613,saao_saa05,12,12,"on the 10th ; on the [11th] he will be in Hiptuna, [on the 12th] in Muši, [on the 13th] in Issete, [on the 14th in Arbe]l"
P334613,saao_saa05,13,13,"11th] he will be in Hiptuna, [on the 12th] in Muši, [on the 13th] in Issete, [on the 14th in Arbe]la. (Break) (SPACER) We"
P334613,saao_saa05,14,14,"na, [on the 12th] in Muši, [on the 13th] in Issete, [on the 14th in Arbe]la. (Break) (SPACER) We have se[nt ...] 56 horses"
P334613,saao_saa05,56,56,"on the 14th in Arbe]la. (Break) (SPACER) We have se[nt ...] 56 horses, [x oxe]n, and 2,000 sh[eep]; 100 [...], the audienc"
P334613,saao_saa05,"2,000",2000,"Break) (SPACER) We have se[nt ...] 56 horses, [x oxe]n, and 2,000 sh[eep]; 100 [...], the audience gift, [...]. Let the king,"
P334613,saao_saa05,100,100,"We have se[nt ...] 56 horses, [x oxe]n, and 2,000 sh[eep]; 100 [...], the audience gift, [...]. Let the king, [my] lo[rd,"
P334642,saao_saa05,four,,"e [me] orders, I am no[w] se[nding] to the ki[ng, my lord], four tal[ents] of he[wn ...] stone."
P334646,saao_saa05,five,,"[I have brought] stone thre[sholds acr]oss (the river), but five [of them] remain [the]re. [I have appoi]nted [the chief...]"
