text_id,project,translation,token_count
P313434,saao_saa15,"[T]o the king, my lord: your [servant] Nabû-belu-ka''in. Good health to the king, [my] lord! The messenger of Il-yada' told me this news: ""An expedition of 3,000 men has come up to me."" All the men and horses are in the mountain; I am 'clean.' (If) I go all the way to them to Zabban, as far as Daduni, attend to them, put up guards, and return from there going to the piedmont, surely these men [......] (Break) [Perh]aps [the king], my [lor]d, [will say]: ""[Are] all the m[en (and horses) ......] until [......]?"" [... x h]orses (and) some [...] m[en ...] in [...].",96
P313442,saao_saa15,"(Beginning destroyed) [...... T]his [man] had so[ld his] daug[hters for money i]n Karalla. (Later) he put [...] salt in a bag and put his seal in it, went off, and sent it to his daughter(s), saying: ""Run away and come to me!"" An Itu'ean whom I had appointed as a ... in the fort, and who returned this salt, said it to a bodyguard, and the bodyguard wrote (about it) to the king, my lord. As to what the king, my lord, wr[o]te to me, no Karalleans remained (here so) I (could) not ask them, nor are there corn rations, wine, ... (or) kudimmu (salt) that they would be giving them. Now the gods of the king my lord have made it (happen) that [th]ese Karalleans who [...] to [......]... [......] [...... whom] they station (Break) Zer-[......] did not [......] in Ka[ralla ......]",130
P313444,saao_saa15,"(Beginning destroyed) [...... the] Ru'ua who [......] went away [...... Kalbi]-Ukû became afraid [......] The men of the son of Yakin [...... who] are hauling [......] has written to me: ""Come [to] my help [......]! I shall go [... ...] days [...] (Break) (SPACER) [......]...[...] [... brou]ght [...] I [...ed and we]nt [...]. News of [the ...s]: all is [well]. They are keeping watch over them. (SPACER)",48
P313454,saao_saa15,"[To the king, my lord: your servant NN. Good health to the king, my lord]! [......] [......] [... I departed from] Zabban [and en]tered [GN on the x]th. [The magnate]s had passed on [be]fore me, saying: ""Keep (going)!"" I went after them, moving on. Those Tabaleans, Pišermu and [...]kuka, are [in] my [pr]es[ence. If the ki]ng, my lord, commands, they may stay behind [here]. [Alte]rn[atively, let] them [g]o with me to where the camp is being assembled, so that their animals [...]. In whose care [should I l]eave them?",86
P313470,saao_saa15,"To the ki[ng, my lord]: your servant Aš[šur-belu-uṣur]. Good health to [the king, my lord]! The servants of the ki[ng, my lord, who ...], have escaped, and are staying [with ...] of Lutû [in ...]. I have written to L[utû], telling him to [deliver] the tr[aitors], and he (responded): ""Come; let you and me g[o] and bring them out (together)."" I fear the king; what is it that the king commands? Concerning the sto[red] barley of the house of the master of teams [about which the king, my lord, w]rote to me, saying: ""You have squandered it"" — [as soon as the ...] has come up, [...] in the king's presence [...] with them [...] Verily not a cup [...] Šamaš-belu-uṣur [...] may he keep me alive [...] as much as (Break) (SPACER) [...... y]ou will make [......] silver therein not of bronz[e ...] Let the king ascertain [...] let me pay back the debts that [......]. of Eni-il [...] ... [...] (SPACER)",142
P313476,saao_saa15,"[To the king, my lord: your servant NN]. Good [health to the king, my lord]! Concerning [what the king, my lord], wrote me: ""Give [master builders] to [the magnates] who have no master builders; let [them ...]!"" — there are six mas[ter builders] with me, and [we] are doing the king's work. From the beginning I have constantly been writing to Bad[â] and Lans[î]: ""[Everybody] should bring a m[aster builder] for his work assignment, not one master builder should [be missing]!"" The king, my lord, [knows] that there is a runaw[ay] master builder, a Kassi[te], in our presence. I have [now] brought the six master builders and the Kas[site] with me. If I give one to Badâ and one to Lansî, there will be four (only) at my disposal to [d]o the work. Let them send [the Kassi]t[e] to the offi[cial] of Lansî: ""Is [he] a master buil[der of yours?]"" If he is, [let] the king, my lord, [...]. (Break) I will do the work and del[iver] it to the king, my lord.",170
P313477,saao_saa15,"To the king, [my lord: your servant NN]. Good heal[th to the king, my lord]! When [I was] in the city Ur[ku...], 200 men [......] of the city they [......]. I spok[e .......]: ""Who is the one wh[o ......] to you?"" Th[ey .......]. The king, my lord, know[s that ... who] came [...] in [......]. They said: ""A subdued man [......]"" (Break) [...] in their hands [... came] to [me in Ma]zamua. [I ...... a]s the king, my lord, com[manded] [... li]ke me on the 19[th] day [...] [...] they place[d ......] I set o[ut with t]hem [...] (Break) (SPACER) [...]...[......] [ar]ound [......] [...] let him pass [......] [...] all from here [......] they will give [...] to him. Now let [NN ...] here [......]. [Like the king my lord] said, the servan[ts of NN ca]me [into my presence]. I [told him]: ""[...] there are men [......]"" [H]e did not agr[ee .......] [... he]re not [......] We aft[er ......] they had told him, the man will d[o ......]. He came and said to me: ""[......]."" [He spoke] kindly with m[e but said]: ""Why [does] Naṣib-ilu [...] in this ma[nner]?"" I [encou]raged him, saying: ""F[ear] not! I will go [to] the Palace [and ...]."" Now then [...] is co[ming] to the king, my lord. [......] whatever in the town Urku[... ...] (Rest destroyed)",178
P313479,saao_saa15,"To the king, my lord: your servant Aššur-belu-taqqin. Good health to the king, my lord! News of Merodach-Baladan: he is [in N]ippur. News of Bit-Dakkuri: he is staying [in ...], and they are [kee]ping watch over him. [...] Chal[deans ......] (Rest destroyed) (SPACER)",37
P313481,saao_saa15,"(Beginning destroyed) [...] their [... which] they desire, nothing at all; they had [not] brought them. I did the king's work there. [...] the king, my lord, watched me and sent a [body]guard, saying: ""Let him go and get the logs."" Yet there are no logs there! By the gods of the king, my lord, there are no logs, I am not hiding any from the king, my lord! (Rest destroyed or too broken for translation)",64
P313482,saao_saa15,"(Beginning destroyed) [... about] whom [... the ki]ng, my lord, wrote me: ""Give (them) to the chief [...!"" — I] am giving [I]tu'[eans] to him. Now in place of what [is he s]eizing [...] Gurreans of mine? (SPACER)",31
P313483,saao_saa15,"[To the king, my lord: your servant Il]-ya[da'. Good health] to the king, [my lord! The la]nd and the f[o]rt(s) of the king my lord are well. The king, my lord, can be glad. News of the son of Yakin: he is in Babylon. Bel-udu'a, the messenger of Eṭiru the prelate, who has once or twice visited the king, my lord, has now come and said: ""I have been sent to the Palace [...]"" (Break) (SPACER) I am herewith sending him [to the ki]ng, [my] lord. Let the king, my lord, hear what he has to say. The Chaldean Nabû-ušallim, whom I sent to the king, my lord, was said to be with the prefect of Nugul. Now then I am sending him in charge of my messenger to the king, my lord.",130
P313486,saao_saa15,"[To the k]ing, [my] lo[rd: your servant] Nergal-[...]. ruling [Good] health to the king, [my lord]! [Th]e chariots [are in] my charge in Arzuhina. Those which [...] (Break) runaway[s ......] of A[rzuhina ...] (Rest destroyed) (SPACER)",28
P313492,saao_saa15,"T[o the king, my lord]: yo[ur] servant [Šamaš-belu-uṣur]. Good he[alth to the king, my lord! The city of Der and the fort] are well. The king of El[am ...] (Break) the [c]amp [......] He is [......] I shall send [......] the king, my lord [......] I shall do [......] because of [......] his reports [......] Concerning what the king, my lord, wr[ote to me]: ""I will send [you straw]. Do not leav[e ...] one litre of straw [... outside] but bring it [all into the fort]!"" — I have d[one] a[s the king, my lord], wrote to me. I have not l[eft] one litre of the straw of [...] which the king, my lord, [sent to me] outside but have brought it all into the fo[rt ...]. [At the same time] I have brought in barley rations [...]. [The rations which] they raised [have been ...ed] to the people; not (even) one litre of barley has gone down [......]. [...... said to me]: ""Wh[y ......]? The ki[ng ......]. We [......]. We shall do [...]."" [Concerning the ... about which the king, my lord], wrote t[o me]: ""[......] you [......] Assyria"" — [as the king, my lord], wrot[e to me, ......] to the city [......] of Elam [......] the second-best [......] which the king, [my] l[ord ......] the people of Malak [......] one man [......] did not take [......] they came [......] they ran [......] they went [......] No[w ......] in the ci[ty ......] in [......] Nobody has gone out of Der and nobody has cultivated even one litre of seed. Concerning the Mandireans about whom the [king], my lord, wrote to me: ""They may live in the fort with you (but) be on the alert [because of th]em"" — if I were not on the alert and (if) I did not [sta]nd and keep watch over the fort, would I not di[e]?",275
P313496,saao_saa15,"[T]o the king, [my lord]: your servant [NN]. Good health t[o the king, my lord]! When I was in the town Ur[...], concernin[g the ...] [wh]ich Niya and Hi[...] had seized [...] I had seen, and the king [my lord] had returned [... ......]. Now Niya [and Hi...] have returned [......] [...] 130 hectares of [land ...] [...] silver [......] (Break) (SPACER) [... o]f ...[...] I shall turn them [...] [I] shall pour [...] He/they said: ""Umak[satar ...] (Rest destroyed)",62
P313498,saao_saa15,"[To] the king, [my] lord: yo[ur servant] Aššur-be[lu-uṣur. Good he]alth to the ki[ng, my lord]! The land [of the king, my lord], is well. (Concerning) Ezî, about whom the king, [my lord, wrote to me]: ""Let him send three men wi[th ...], whom he will tell you, [......] to Zalâ and to [NN]"" — I wen[t ......] they went away [......] [...] Mannea[ns ...] (Break) (SPACER) [I ap]pointed [... who had c]ome [...] to guard the [...eans], but the Bit-Kaps[ians roun]ded up [x] lone horses in an ambush and killed them. [I] fear the king, (so) I did not bri[ng back a single] lone horse out of them. [N]ow, the village managers of Nalhiti went out to the ploughs w[it]h four [lone horses], and again they came and killed them. Now then, they have applied force already five or six times. I fear the king; what is it that the king commands? (SPACER)",142
P313501,saao_saa15,"(Beginning destroyed) [...], saying: ""[...] these [me]n [...]."" [Now t]hen [I a]m writing to the kin[g, my lord]; what [is it that the king, my lord], commands reg[arding] these [...]? I am [n]ow se[nding] the let[ter t]o the Palace. The terr[ible word]s [f]rom the lett[er of] Il-pada the [...ean] (Break) (SPACER) [... O]pis [...] [...] ... of I[l-pada] [wou]nde[d ...] (Rest too broken for translation)",47
P313504,saao_saa15,"To the king, my lord: your servant Šamaš-belu-uṣur. Good health to the king, my lord! The city of Der and the fort are well. Perhaps the king, my lord, will say: ""What is the news of the king of Elam?"" He entered Bit-Bunakki on the 11th of Tammuz (IV), left it on the 13th, and went up to the mountain. [My] messenger [has written to me] as follows: ""A town called Burati, (one of) his forts outside the house of Daltâ, has turned hostile against him; he is going there, and will either pacify it or bring them down through battle. From there he will march to Ellipi against the s[on of Dalt]â. All the [...s], the [...]s of Elam have risen [......] of the king of El[am to the king], my lord [......] of the for[t ......] bad oil [......] Concerning the [...] in the trade outpost about which the king, my [lo]rd, [wrote to me], just as [......] al[l ......] [......] which [......] Concerning the [...] about which the king, my lord, [w]r[ote to me], I have sent (word) and they are b[rin]ging (it/them). Concerning Bel-[...] about whom the king, my lord, [wrote to me]: ""Balassu should [give his people] back [to him]"" — Bala[ssu] has brought [the people] to him. Der [is well], the [garrison]s are fine, and the people are doing their [wor]k. As for me, I am working on the fort and constructing the outer wall. I have demolished the southern and eastern directions and bricked them up again, but have not yet finished (the work); I made both 50 layers high. I am now bricking up the n[ort]hern and western directions. The ki[ng], my [l]ord, should ask Balassu: he is familiar with the work.",280
P313506,saao_saa15,"(Beginning destroyed) [...] should [......] [...] he is from ther[e ......] ""He has made Ahi[...]-naṣir the 'third man' [... to ...] with him instead of me and does not speak with me. Now he has been inciting the men, saying: 'I will [...] and run away to the king. Let the king swear to me in the name of god; if and when the king comes to Chaldea, the king should give me all the people of mine whom I shall conquer.'"" (SPACER) [... to] me repeatedly about [......] Elam (Rest destroyed) (SPACER)",78
P313507,saao_saa15,"(Beginning destroyed) Perhaps the king, [my] lord, [will say]: ""To [whom did] the oxen and sheep [belong?]"" They are of tribute. [He wrote to me] repeatedly: ""Let them come and pass them through!"" I wrote to him that they should graze here, but he (insisted): ""While my lord is [in] Meturna, let them come [and p]ass them through!"" (So) I sent [x] soldiers [fr]om here, saying: ""Let them pass them through."" They had covered one league of ground [from] Der, (when) he sent (word) and had them returned, saying: ""The enemy is attacking them."" The soldiers [we]nt (back) and [sta]yed five days in D[e]r, until his heart told him (it was safe) and he allowed them to pass them through. [I am sending] the whole [stor]y of his that he wrote [in] his letter [t]o Balassu, the scribe [of the kin]g, my lord, [in the hands o]f this commander of outriders [...] who went there. (Break) (SPACER) [...... is] in the custody of the commander of outriders [whom] I sent [to the king], my [lo]rd. I shall send him [...]. He went off [... to vis]it him [and e]ntered [the fort. When] Šamaš-belu-uṣur [s]aw him, he had a tantrum and [wrote to m]e: ""Why [...... w]ith me in the fort? Have I not been able [to ......]? ""When Marduk-šallim goes [......] ""[......] Let them give me more men ""[......] ... saw [......] relating to the fort [... sett]le him [...]. When the days [......] should have written [...... who] go there (Rest destroyed) [... he h]as a tant[rum ......]",236
P313508,saao_saa15,"(Beginning destroyed) [Concerning ... about whom] I [wrote to the k]ing, my lord, [...]ilmaku [ret]urned from [his] city on the [x]1st of Kislev (IX). That city of his is called [...]ahkapkap, it is [...]. He [me]t me there, [and I spo]ke [with him] as the king, my lord, [had o]rdered me, saying: ""...[...] [......] appointed me [......] Now (Break) (SPACER) [......] in my presence [...] ""Previously [...], and we [... ""W]hy [do] the Medes [......] ""The village manager [......] ""[...] [...] ... [...] the town Parnak[a] [...] who against the house of D[altâ] [...] ... with us [......] of the king (Rest destroyed)",78
P313515,saao_saa15,"T[o the king], my lord: your servant Šarru-emuranni. Good health to the king, my lord! Nabû-ereš the brother of Nabû-le'i, accompanied by 15 citizens of Borsippa, came to Sippar into my presence on the 14th of Shebat (XI). [They] have previously [not] visited the Palace [of] Nineveh. [...]s (and) [...] men (Break) (SPACER) [Now] t[hen, should] they [c]ome [to the Pa]lace? (SPACER)",58
P313517,saao_saa15,"(Beginning destroyed) [...... w]e have run away [...... w]e shall send [......] my [...]s [......] said to them [The w]hole country has turned its face [towards the ki]ng, my lord, [saying]: ""We are the king's [servant]s."" [... abo]ut the fields of Lansî [......] are arguing (Rest destroyed)",37
P313518,saao_saa15,"(Beginning destroyed) [w]rote to me [......] [the b]oats o[n ......] the boats on [......] therefore [NN ......] four rivers [......] 1.5 leagues [......] open, three [......] of Bel-qate-[ṣabat .......] came up [......] [the pe]ople of K[unaya ......] [wh]om Kunay[a ......] gave [......] 60 men [......] crossed over [......] 200 men [......] with the[m ......] of Cal[ah ......] when [......] much [......] up[on ......] cop[y ......] the me[n ......] ...[......] [.......] in [......] of [......] and [NN .......] Babylonia[n(s) .......] the town Gi[......] the men [......] garments [......] I [......] (Rest destroyed)",56
P313560,saao_saa15,"(Beginning destroyed) [...... of] the moat [...] [... o]f the moat against the tower [...] the Isuqa[ean(s)] [...] of the moat against the mountain [...] [... where] three men, where four men, where five [men ...] Perhaps the king, my lord, will s[ay]: ""Why [......] the ground like this?"" [...] he will reach down (by digging) [...]. [The king], my [lord] knows that [it is] in the hands of the Chaldean. We shall finish [... on the xt]h of Elul (VI) [...] [......] as far as the inside of the mountain [...] [......] came [......] (Rest destroyed)",76
P313573,saao_saa15,"[To the king, my lord: your servant NN. Good health to] the king, my lord! Concern[ing the ... about wh]ich the king, my lord, wrote [to me]: ""The houses which are b[eing built] should be coate[d] with [bitumen] as in Ba[qarru]"" — the king, my lord, knows that winters (lit. sn[ow] and ice) are very severe her[e]. Burnt bricks do not rem[ain] (whole) but disintegrate. Therefore [we] have built the house[s o]f mud-bricks. The depor[tees wh]o came [...] to the cit[y ...] (Rest destroyed) (SPACER)",79
P313576,saao_saa15,"[To the king], my [lo]rd: [your servant Nabû]-remanni. [Good health to] the king, my lord! [Concerning the ...s about whom] the king, my lord, [wrote to me: ""W]hy have you not sent [...] until now?"" [......] ... [...] said [to the gove]rnor: ""Make his [...]s enter [...], and make the [depor]tees enter [...]!"" [......] the h[i]red men [...... the depor]tees (Break) (SPACER) [...... I shall] check it out [......] If it is not intact, did my [offi]cial d[o it]? [They squan]der [the ...], and the king, [my lord, blames] me! May the king, my lord, write [to Nabû-belu]-ka''in that they should not squander [...], and let [...] my official [sup]ervise his [hir]ed men. (SPACER)",98
P313581,saao_saa15,"(Beginning destroyed) the peopl[e ...] from there to the t[own ...] below Lubd[a]. The king, my lord knows that I am spending the night [there]. I have made peace and imposed [...] (Break) (SPACER) goes [...] fills [...] does not [...] (Rest destroyed)",31
P313586,saao_saa15,"(Beginning destroyed) Now the land of the king, [my] l[ord], has recovered. The king, my lord, can be glad indeed. Opposite me [......] [c]louds in [......] [o]f [NN ...] (Break) [... the t]own D[a......]. I shall write to the king, [my] lor[d], as soon as he has returned. Concerning the elep[hant] skin [about which I wrote] to the king, my lord, [...] (Rest destroyed)",54
P313594,saao_saa15,"[To the king, m]y [lord: your servant ...]aya. [Good health to] the king, my lord! [When] the king's [...]s [came to] my [presence] [...]... [...] the golden signet ring [...]... [... not y]et [...] (SPACER)",29
P313595,saao_saa15,"(Beginning destroyed) ""Write to me!"" Pigat (and) Ṣabatti are there. [... t]owns [x th]ousand barley rations [...] I have set aside [...-i]la'i (Rest destroyed)",20
P313596,saao_saa15,"(Beginning destroyed) [......] from the magnates [......] that the king, my lord [......] to his servant [......] Bel-ahu-iddina [......] before me [... have dep]arted [...... ap]pointed [......] scribe (Rest too broken for translation) (SPACER) (SPACER)",18
P313601,saao_saa15,"(Beginning destroyed) They will be [in Ca]lah on the 16th day. [The ... ...]ed the work, (but) they have finished their [w]ork. [Concerning wh]at the king, my lord, wrote to me: ""The son of Yakin has written to the king of Elam: 'The king of Assyria [is ma]rching aga[inst me]. You, [... a messeng]er [...]'"" (Rest destroyed)",50
P313610,saao_saa15,"(Beginning destroyed) the jeweller[y ...] became ill [...] I have appealed [...]; let the k[ing, my lor]d, do as he deems best. Should all the hor[ses] that I buy ... under me? [...] (Rest destroyed) (SPACER)",26
P313613,saao_saa15,"(Beginning destroyed) [about which the king, my] lo[rd, wrote] to [me]: ""Why [did you] send those [...]?"" — I am now dispatching a letter. Nabû-bal[liṭ the] wine [mast]er (Rest destroyed)",25
P313617,saao_saa15,"(Beginning destroyed) ""[O]n the day when [Be]l-ila'i and Apl[aya bring the dependents] who [have been b]ought for money now, along with the (dependents) of [tho]se capti[ves] who [fe]ll to me from Arraph[a] [...] Arrapha [...] [...] ... two [...] [...] will lea[ve ...] [I ques]tioned [them] [They said: ""The da]y that [...] [...] Apl[aya] (Rest destroyed)",43
P313618,saao_saa15,"(Beginning destroyed) ""[Come] quickly! There are not man[y] tracks on the riverside. Cross [the river] at the ...!"" (SPACER)",15
P313620,saao_saa15,"(Beginning destroyed) [......]paneans [......], saying [......] they killed [......] the governors [......] the king, our lord [...... not y]et [......] he is in Bit-Barrû [......] he is (Break) [...... wit]h you [..... w]ith them [the ...s of the c]ity said to us: ""Pitch [camp i]n Sumurzu! [...]"" [W]e wrote [......] [... N]iqi-Tubliš [......] together [......] we shall pitch camp [......] and we [... the dis]trict of Bit-Barrû [... ...]-Marduk [......] Kibabaše (Rest destroyed)",51
P313622,saao_saa15,"(Beginning destroyed) [...] to my eunuch [...] ... they sent to me: ""[... peop]le from among us ""[...] to the Palace (Break) (SPACER) ""[...]. W[e are] the king's [servants]."" [Now then] they are on their way [to the king], my [lo]rd. [Whatever] their [......] [...... let] them speak [......] their people (Rest destroyed)",38
P313624,saao_saa15,"(Beginning destroyed) I shall notify [the king, my lord]. [Perhaps the king, my lord], will say: ""[Why did] the ha[rvest in] this [...]?"" One farmer [...] i[n ...]. At the summoning [...] they wielded the plough [with x oxen (only)]. Thereby the harvest did not c[ome out well]. In this country, O kin[g, my lord], they wie[ld] the plough with six oxen [...]. They cultivate the seed [...] and make a good [harvest ...]. Now [......] [wi]th him [......] (Rest destroyed)",68
P313632,saao_saa15,"(Beginning destroyed) [These] c[ap]tives in Arrapha [...] are 4,100 in number. I asked [NN] and L[ansî] (who said): ""[There are] 1,000 k[ing's] men among them."" Their watch is v[ery] strict. And right now the chief eu[nuch] will go [wi]th them to Urz[uhina]. He is reviewing [them]. Befo[re they go], Lan[sî ...] in the pres[ence of ...] (Rest destroyed)",51
P313635,saao_saa15,"(Beginning destroyed) ""We shall do [...]. ""Let [him] do it; we will go and raise our tribute. If our tribute were not at hand tomorrow, would he not argue with you, saying: '[I shall ...] to the Palace.'"" I [...] (Rest destroyed)",35
P313637,saao_saa15,(Beginning destroyed) [......]... [......] b[o]rder [......] of [...] (Break) [......] the king's [w]ork [......] let him live there [......] and the people of the country [......] the work voluntarily (Rest destroyed),18
P313639,saao_saa15,(too broken for translation) (SPACER),0
P313643,saao_saa15,"(Beginning destroyed) [...] Let [the king], my lord, as[k] [... on] this [si]de [...] Let the kin[g], my [l]ord, wri[te] [......] [...... the] fort [......]... [......] around the city [......] opened [...] which are/were full of dust [...] the waters were blocked [...] I shall inspect the fort [...] their [...] seize[d] my mayor [... c]avalryman (Rest destroyed)",40
P313646,saao_saa15,"(Beginning destroyed) ""[......] the king heard [...] ""Concerning [...] ""we are afraid and [...] the delegate [...] [w]ho before u[s ...] [t]o each other [...] they [s]et [...] [...] rea[r ...] (Break) (SPACER) [... of the ki]ng, [my] lord [...] [t]o him not [...] [...] the king, my lord [...] [la]id him [..., he] passed on [...]; He is betw[een the ... of the c]ity and the can[al]. When I saw the let[ter] of the king, [my] lord, [I] went to [...]. The messenger [...] (Break) [......] the king, my lord [...] [Perhaps the king, my lord], will say: ""[...]"" [......] the king [...]",74
P313647,saao_saa15,"[To the ki]ng, my lord: [your servant Nabû-belu-ka''in. Good h]ealth to [the king, my lord]! The land of the k[ing my lord is well]. [I have received the (following) new]s of [NN]: ""Belšunu, [NN, and ...]ri, servants [of ...], thr[ew ...] against him [and] went down [...] his [...]. [""He (however) set out ea]rly [and ...ed] with them. When they saw [that] he had heard [...], they got up and [retur]ned to the [Puq]udu (Rest destroyed) (SPACER)",69
P313652,saao_saa15,"(Beginning destroyed) ""We shall write ...[......]. It is a town outside the border; [......] will not go [...]. ""When ...[......], the centres of all his cities [...]. They washed [the fac]es of the people with water [...]. [NN will h]ear that this village has been captured, (and) [...] the whole city of Iqbi-Bel will give their word t[o the servant of the k]ing, my lord. The town Rahbâ [...] [...] one league [from the v]illage as far as [...] [NN] the prefect, accompanied by my prefects [......] town [...] (Rest destroyed) (SPACER)",75
P313653,saao_saa15,"[To the king, m]y [lord]: your servant [Šarru-emuranni. Good health to the king, m]y [lord]! The pac[k-animals and the se]rvants of the king are well. The king, my lord, wrote to me: ""[Be very atte]ntive!"" At the command of the ki[ng, my lord], I have gathered [the servants o]f Bit-Dakkuri and [cla]imed authority over them. Yet Nabû-taklak has al[so cla]imed authority over al[l] the servants [of ...], saying: ""They should do as I command, [the house] of my lord should not exercise authority (over them)."" All the servants of [...] are city-dwellers; they sta[nd] before us and say: ""[I]f Nabû-taklak is to govern u[s], we shall go [t]o the king, our lord; [...] the king, our lord, should govern us."" A[ll ...] and the servants of Bit-[Dakkuri] do not s]ubmit [under his rule]. Yet at the same t[ime ...... th]ere are servants o[f ... who] are devote[d to Nabû]-taklak [......] [...] a slave ... [......] [...] Marduk-zera-ibni [......] [...] a fort [......] (Rest destroyed or too broken for translation) (SPACER)",149
P313654,saao_saa15,"(Beginning destroyed) [...] the king [...] [promo]ted the ki[ng ...] [...] our work [...] ""Limestone and [...] st[one] has been provided; the deputy [...] ... The master builder[(s) ...] [...] the[ir] work [...] [...] does"" [...] I sent [...] before him [...] (Rest broken away or too fragmentary for translation) (SPACER) (SPACER)",26
P313657,saao_saa15,"(Beginning destroyed) [... the ki]ng [......] [...] to [......] [...] wr[ote ......] [...]... [NN ...] [... g]ives h[im ......] [... the] men [......] [...]s st[ood ...] [...] been imposed [......] [...] brou[ght] to us [...] [...] have start[ed ...] [... B]abylon [......] [......]s se[nt ...] (Break) [......]... which [...] [...] one Babylonian [...] ""[...] (my) daughter [...] ""[...] I to [my] daught[er ...] [...] I set him [...]; if not, [...] [...] does not know him [...] [the ...]s of [my] dau[ghter ...] [...] 'bought men' [...] [...] I returned [...] [...] I bought [...] [...] there [...] [... th]e Guzu[manu ...] (Rest destroyed)",53
P313659,saao_saa15,"(Beginning destroyed) [...] let him de[cide] their [......] [...] their [......] [...]... you cam[e ...] [...]s I [...] [...] the aegis of the king, [my] lo[rd] [...] Aššur-belu-taqqi[n ...] [At the e]nd of the year Aššur-be[lu-taqqin] [...]... he [...] [...] When I [was] in [...] [... c]amels and m[ules ...] [......] him. Now [...] [... s]traw and barley [...] [which ...] he transported to him [...] [......] you [...] (Break) (SPACER) [......] the off[icial ...] [...] ... [......] [... st]raw [......] [...] Nabû-nadin-ahi [...] [...] If the city [...] [...] their [...] we[nt ...] [...] ... the ki[ng ...] [...] with the eunuch [...] [... the city] Šamaš-naṣir [...] [... m]ules [...] [...] into the presence of the ki[ng, my lord] [...] their mouth [...] [...]-apli the [...] (Rest destroyed)",73
P313666,saao_saa15,"(Beginning destroyed) [......] the king, my lord [...] [......] Place! [...] [......] before [NN] [......] Arrapha [...] [......] ...[...] [......] ...[...] [has en]tered but no[t ...]. [As the king], my [lo]rd, commanded, [w]e shall pou[r ...] [......] ""From [...] [......] in [...] (Rest destroyed) (SPACER)",23
P313667,saao_saa15,"(Beginning destroyed) they will enter [...] and he will go. I shall do the [wor]k for the right side and deliver it to you. (I swear) by the gods [o]f the king, my lord: When I go to Kuluman, [I will ...] to the guard (Rest destroyed)",41
P313673,saao_saa15,"[To the king, my lord: yo]ur [servant NN. Good he]alth t[o the king, my lord]! [Concerning wh]at the king, my lord, [wrote to me]: ""Why [......]? ""Write to me!"" [......] is afraid [......] we[nt ......] does [......] does not [......] wri[ting-board ......] and [NN ...] (Break) (SPACER) [The king, my lord, can] be g[lad]. (SPACER)",44
P313675,saao_saa15,"[To the king, my lord: your servant NN. Good health to the king], my [lo]rd! Concer[ning the ...] of the city and his boats which [the king, my lord], sent to me: [...] on the borde[r] (Rest destroyed) (SPACER)",34
P313680,saao_saa15,"(Beginning destroyed) [Concerning ...]-ahhe [the son of Be]lšunu [about whom the king], my [l]ord, wrot[e to me]: ""The royal messenger [whom] I sent to you [should bri]ng (him)"" — now the[n I am sen]ding him off. [... t]he ro[yal] messenger (Rest destroyed)",38
P313692,saao_saa15,"(Beginning destroyed) Let [the king, my lord], do [as he deems best]. [Concerning the messenger] of the son of Zer[î about whom the king, my lord], wrote to me: ""Speak [kindly wi]th him; [...] not your [...]"" (Rest destroyed) (SPACER)",33
P313700,saao_saa15,"[To] the governor, my l[ord: your servant Nabû-duru-uṣur. Good he]alth to [my] lord! [The city of Der and] the fort are [well]. (Break) [...... it has] rained; the wat[er ...] [I have written] to the [governor], my [lo]rd; let my lord do as [the gover]nor, my lord, finds [acceptab]le. The messenger should not tarry; let my lord [quickly] give him orders, [and let him] come here. Pe[rhaps] my [lord] will say: ""[...] are covered"" — the servant[s ...] [w]hat their work [...] cattle [...]",77
P313701,saao_saa15,"(Beginning destroyed) Now then [......]: ""Cultivate [......]! ""... [......] [......] in the presence of the king, [my] lord. The king, my [lo]rd, sho[uld ......] [...] before [NN] [...] three da[ys ......] ...[......] kil[led ......] to [...]-il[a'i ......] Let him [...] the harvest [...] Let [...] mine [...] (Break) collected [......] made the [...] of the king, my lord, enter [the ...]. As [to the ......] about which the king, my lord, [wrote to me]: ""Twenty men [......] ""your [...]s [......] [s]aid t[o ......] [......] 300 [......] befo[re ......] (Rest destroyed)",59
P313702,saao_saa15,"(Beginning destroyed) Concerning [the field] about which the king, [my lord], wrote to me: ""Giv[e it] to [NN]"" — he to[ok] half a league in the town Za[ddi] on the [other] side of the river Ša[...], because of the town [...]. The field which I ga[ve him], the one that [had been given] to Nabû-[...] son of Ya-hari [...] the village of [NN] (Rest destroyed)",59
P313706,saao_saa15,"[To the king, my lord: your servant NN. Good health to the king, my lord]! [Conce]rning the gu[ard ...] the king [...] about it [...] instead ...[...] the rams of [...] [a]s a fine [...] (Break) (SPACER) ""The city-lord watc[hed over] our houses [...]. Why did he not, when [the ...s] were serving with me, watc[h over] their houses?"" Now until I have giv[en ... t]o [the k]ing [...] (Rest destroyed)",58
P313710,saao_saa15,"(Beginning destroyed) the lo[ne ...] whom the king, [my lord], sen[t], I re[viewed] the people, provi[sioned them], and gave [them] one o[f] the vill[ages] of the city Ta[...]. 14 o[f them] have ru[n away]. Perhaps they will com[e ...] (Rest destroyed)",35
P313714,saao_saa15,(Beginning destroyed) three [......] 60 sheep [...] they together with [...] are going [...] their people [...] eat bread [...] d[rink wi]ne (Rest destroyed) (SPACER),14
